Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Hòa,Đường 322A,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Hòa,Đường 322B,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Hòa,Đường Lý Lịch 2 - Bình Chánh,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Hòa,Đường ấp 4 -Cây Cầy,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Hòa,Hương lộ 24 (xã Thanh Bình),,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Hòa,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Bình Hòa,,,200,180,160,130,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường tỉnh 761,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường tỉnh 767,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường tỉnh 768,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Đồng Khởi,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Đoàn Văn Cự,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Bình Hòa - Cây Dương,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Hương lộ 9,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Tân Triều - Thành Đức,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Hương lộ 15,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Hương lộ 7,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Hương lộ 6,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Tân Hiền,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Hiếu Liêm,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường 322A,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường 322B,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường Lý Lịch 2 - Bình Chánh,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường ấp 4 -Cây Cầy,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Hương lộ 24 (xã Thanh Bình),,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Bình Lợi,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Bình Lợi,,,200,180,160,130,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường tỉnh 761,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường tỉnh 767,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường tỉnh 768,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Đồng Khởi,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Đoàn Văn Cự,,220,200,180,160,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Bình Hòa - Cây Dương,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Hương lộ 9,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Tân Triều - Thành Đức,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Hương lộ 15,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Hương lộ 7,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Hương lộ 6,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Tân Hiền,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Hiếu Liêm,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường 322A,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường 322B,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường Lý Lịch 2 - Bình Chánh,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường ấp 4 -Cây Cầy,,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Hương lộ 24 (xã Thanh Bình),,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Tân An,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,210,190,170,140,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Tân An,,,200,180,160,130,CÂY LÂU NĂM
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thị Trấn Vĩnh An,Khu Vực Phía Nam Sông Đồng Nai,,230,210,190,170,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thị Trấn Vĩnh An,Khu Vực Phía Bắc Sông Đồng Nai,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường tỉnh 761,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường tỉnh 767,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường tỉnh 768,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Đồng Khởi,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Đoàn Văn Cự,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Bình Hòa - Cây Dương,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Hương lộ 9,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Tân Triều - Thành Đức,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Hương lộ 15,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Hương lộ 7,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Hương lộ 6,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Tân Hiền,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Hiếu Liêm,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường 322A,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường 322B,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường Lý Lịch 2 - Bình Chánh,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường ấp 4 -Cây Cầy,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Hương lộ 24 (xã Thanh Bình),,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Trị An,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Trị An,,,110,90,80,60,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường tỉnh 761,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường tỉnh 767,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường tỉnh 768,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Đồng Khởi,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Đoàn Văn Cự,,120,100,90,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Bình Hòa - Cây Dương,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Hương lộ 9,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Tân Triều - Thành Đức,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Hương lộ 15,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Hương lộ 7,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Hương lộ 6,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Tân Hiền,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Hiếu Liêm,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường 322A,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường 322B,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường Lý Lịch 2 - Bình Chánh,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường ấp 4 -Cây Cầy,,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Hương lộ 24 (xã Thanh Bình),,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Vĩnh Tân,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,115,95,85,70,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Vĩnh Tân,,,110,90,80,60,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường tỉnh 761,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường tỉnh 767,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường tỉnh 768,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Đồng Khởi,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Đoàn Văn Cự,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Bình Hòa - Cây Dương,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Hương lộ 9,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Tân Triều - Thành Đức,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Hương lộ 15,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Hương lộ 7,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Hương lộ 6,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Tân Hiền,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Hiếu Liêm,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường 322A,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường 322B,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường Lý Lịch 2 - Bình Chánh,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường ấp 4 -Cây Cầy,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Hương lộ 24 (xã Thanh Bình),,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Phú Lý,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Phú Lý,,,50,40,35,25,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường tỉnh 761,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường tỉnh 767,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường tỉnh 768,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Đồng Khởi,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Đoàn Văn Cự,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Bình Hòa - Cây Dương,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Hương lộ 9,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Tân Triều - Thành Đức,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Hương lộ 15,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Hương lộ 7,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Hương lộ 6,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Tân Hiền,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Hiếu Liêm,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường 322A,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường 322B,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường Lý Lịch 2 - Bình Chánh,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường ấp 4 -Cây Cầy,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Hương lộ 24 (xã Thanh Bình),,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Mã Đà,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Mã Đà,,,50,40,35,25,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường tỉnh 761,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường tỉnh 767,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường tỉnh 768,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Đồng Khởi,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Đoàn Văn Cự,,60,50,45,35,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Bình Hòa - Cây Dương,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Hương lộ 9,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Tân Triều - Thành Đức,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Hương lộ 15,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Hương lộ 7,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Hương lộ 6,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Tân Hiền,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Hiếu Liêm,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường 322A,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường 322B,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường Lý Lịch 2 - Bình Chánh,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường ấp 4 -Cây Cầy,,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Hương lộ 24 (xã Thanh Bình),,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Hiếu Liêm,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,55,45,40,30,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Hiếu Liêm,,,50,40,35,25,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường tỉnh 761,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường tỉnh 767,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường tỉnh 768,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Đồng Khởi,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Đoàn Văn Cự,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Bình Hòa - Cây Dương,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Hương lộ 9,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Tân Triều - Thành Đức,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Hương lộ 15,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Hương lộ 7,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Hương lộ 6,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Tân Hiền,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Hiếu Liêm,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường 322A,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường 322B,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường Lý Lịch 2 - Bình Chánh,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường ấp 4 -Cây Cầy,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Hương lộ 24 (xã Thanh Bình),,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thiện Tân,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,Yes,Thiện Tân,,,140,120,100,80,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường tỉnh 761,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường tỉnh 767,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường tỉnh 768,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Đồng Khởi,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Đoàn Văn Cự,,160,130,120,100,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Bình Hòa - Cây Dương,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Hương lộ 9,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Tân Triều - Thành Đức,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Hương lộ 15,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Hương lộ 7,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Hương lộ 6,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Tân Hiền,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Hiếu Liêm,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường 322A,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường 322B,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường Lý Lịch 2 - Bình Chánh,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Đường ấp 4 -Cây Cầy,,150,125,110,90,RỪNG SẢN XUẤT
HUYỆN VĨNH CỬU,Phường + Đường + N/A,,Thạnh Phú,Hương lộ 24 (xã Thanh Bình),,150,125,110,90,RỪNG SẢN XUẤT
