certificate_num;certificate_date;document_num;document_date;service_fee;bank
2716;2022-08-16;3357;2022-08-10;1650000;VCB
2717;2022-08-16;3358;2022-08-10;1650000;VCB
2718;2022-08-16;3353;2022-08-10;11000000;BIDV
2718,1;2022-08-16;3408;2022-08-15;8800000;HD
2719;2022-08-16;3436;2022-08-16;3300000;VCB
2719,1;2022-08-16;3423,1;2022-08-16;2200000;BIDV
2723;2022-08-16;3358,1;2022-08-10;1800000;VCB
2724;2022-08-16;3379;2022-08-12;3300000;VCB
2726;2022-08-16;3415;2022-08-15;3300000;VCB
2728;2022-08-16;3396;2022-08-12;1800000;VCB
2729;2022-08-16;3341,1;2022-08-10;1650000;VCB
2730;2022-08-16;3433;2022-08-16;2500000;VTB
2701;2022-08-15;3379,1;2022-08-12;6900000;VCB
2702;2022-08-15;3015;2022-07-19;32400000;BIDV
2702,1;2022-08-15;3418;2022-08-15;2000000;VCB
2702,3;2022-08-15;3420;2022-08-15;2000000;VCB
2705;2022-08-15;3384,1;2022-08-12;2200000;VCB
2706;2022-08-15;3389,1;2022-08-12;2200000;VCB
2712;2022-08-15;3407;2022-08-15;2000000;VTB
2713;2022-08-15;3414;2022-08-15;2200000;VCB
2681;2022-08-12;3312;2022-08-08;3500000;CSXH
2681,1;2022-08-12;3340,1;2022-08-10;4000000;VCB
2682;2022-08-12;3382;2022-08-12;3300000;HD
2682,1;2022-08-12;3398;2022-08-12;2500000;VCB
2683,1;2022-08-12;3200,1;2022-08-01;4000000;VCB
2684;2022-08-12;3313,1;2022-08-08;1650000;VCB
2684,1;2022-08-12;3199,1;2022-08-01;2500000;VCB
2685;2022-08-12;3314,1;2022-08-08;1650000;VCB
2686;2022-08-12;3352;2022-08-10;2300000;VCB
2687;2022-08-12;3312,1;2022-08-08;1650000;VCB
2688;2022-08-12;3393;2022-08-12;1800000;VCB
2690;2022-08-12;3380;2022-08-12;3300000;VCB
2691;2022-08-12;3384;2022-08-12;2000000;VCB
2693;2022-08-12;3371;2022-08-11;1100000;VCB
2694;2022-08-12;3391;2022-08-12;15000000;VCB
2695;2022-08-12;3394;2022-08-12;2750000;BIDV
2696;2022-08-12;3277;2022-08-04;1650000;VCB
2697;2022-08-12;3356;2022-08-10;1650000;VCB
2698;2022-08-12;3311,1;2022-08-08;1800000;VCB
2625,1;2022-08-11;3316;2022-08-08;2200000;VCB
2669,1;2022-08-11;3373;2022-08-11;3300000;VCB
2671;2022-08-11;3305;2022-08-08;3800000;BIDV
2671,1;2022-08-11;3374;2022-08-11;2500000;VCB
2671,1;2022-08-11;3361;2022-08-11;3850000;BIDV
2672;2022-08-11;3221;2022-08-02;1650000;VCB
2672,1;2022-08-11;3359,1;2022-08-11;2000000;VCB
2673;2022-08-11;3364;2022-08-11;1800000;VCB
2674;2022-08-11;3350;2022-08-10;2200000;VCB
2675;2022-08-11;3370;2022-08-11;2200000;VTB
2677;2022-08-11;3351;2022-08-10;9300000;VCB
2678;2022-08-11;3317,1;2022-08-08;2500000;VCB
2679;2022-08-11;3315,1;2022-08-08;1650000;VCB
2645,1;2022-08-10;3342,1;2022-08-10;3600000;VCB
2646;2022-08-10;3331;2022-08-09;3000000;HD
2646,1;2022-08-10;3343,1;2022-08-10;2200000;VCB
2647,1;2022-08-10;3344,1;2022-08-10;2200000;VCB
2648;2022-08-10;3259;2022-08-04;5500000;HD
2649;2022-08-10;3342;2022-08-10;8800000;HD
2649;2022-08-10;3342;2022-08-10;8800000;HD
2653;2022-08-10;3322,1;2022-08-09;1650000;VCB
2654;2022-08-10;3319;2022-08-08;1650000;VCB
2655;2022-08-10;3318,1;2022-08-08;1650000;VCB
2656;2022-08-10;3316,1;2022-08-08;2000000;VCB
2657;2022-08-10;3319,1;2022-08-08;3300000;VCB
2658;2022-08-10;3346;2022-08-10;1800000;VCB
2662;2022-08-10;3333;2022-08-09;3800000;CSXH
2667;2022-08-10;3334;2022-08-09;3700000;VCB
2668;2022-08-10;3348;2022-08-10;3000000;CSXH
2623,1;2022-08-09;3321,1;2022-08-09;4400000;VCB
2624;2022-08-09;3302;2022-08-08;3300000;CSXH
2624,1;2022-08-09;3296,1;2022-08-08;1350000;VTB
2625;2022-08-09;3315;2022-08-08;1650000;VCB
2626;2022-08-09;3198;2022-08-01;1650000;VCB
2627;2022-08-09;3233;2022-08-02;1650000;VCB
2628;2022-08-09;3291;2022-08-05;2300000;VCB
2629;2022-08-09;3321;2022-08-09;2000000;VCB
2633;2022-08-09;3318;2022-08-08;1650000;VCB
2634;2022-08-09;3313;2022-08-08;1800000;VCB
2636;2022-08-09;3323;2022-08-09;2000000;VTB
2637;2022-08-09;3314;2022-08-08;1650000;VCB
2643;2022-08-09;3290;2022-08-05;1650000;VCB
2644;2022-08-09;3332;2022-08-09;2000000;VCB
h;2022-08-09;2776;2022-07-01;7500000;VCB
2585,1;2022-08-08;3310;2022-08-08;4400000;BIDV
2594,1;2022-08-08;3311;2022-08-08;2000000;VCB
2595,1;2022-08-08;3292;2022-08-05;2000000;VCB
2596,1;2022-08-08;3319,2;2022-08-08;3300000;VCB
2605;2022-08-08;3231;2022-08-02;1650000;VCB
2606;2022-08-08;3230;2022-08-02;1650000;VCB
2607;2022-08-08;3232;2022-08-02;1650000;VCB
2608;2022-08-08;3275;2022-08-04;1650000;VCB
2617;2022-08-08;3212;2022-08-01;4400000;VCB
2620;2022-08-08;3308;2022-08-08;3500000;CSXH
2621;2022-08-08;3309;2022-08-08;3300000;VCB
h;2022-08-08;3211;2022-08-01;5000000;HD
2586,1;2022-08-05;3287;2022-08-05;3300000;BIDV
2587;2022-08-05;3272;2022-08-04;2500000;BIDV
2587,1;2022-08-05;3192;2022-07-29;5500000;HD
2588,1;2022-08-05;3289;2022-08-05;4500000;VCB
2589;2022-08-05;3294;2022-08-05;15000000;VCB
2590,1;2022-08-05;3282,1;2022-08-05;1800000;VCB
2593;2022-08-05;3288;2022-08-05;2000000;VCB
h;2022-08-05;2286,1;2022-06-03;500000;VCB
2572,1;2022-08-04;3210;2022-08-01;1650000;VCB
2573,1;2022-08-04;3274;2022-08-04;2000000;VCB
2578;2022-08-04;3265;2022-08-04;1650000;VTB
2582;2022-08-04;3249;2022-08-03;2200000;VCB
2584,1;2022-08-04;3271;2022-08-04;51000000;VCB
2562;2022-08-03;3193;2022-07-29;1350000;VTB
2562,1;2022-08-03;3214;2022-08-01;1100000;VCB
2563,1;2022-08-03;3203,1;2022-08-01;2200000;VCB
2568;2022-08-03;3244;2022-08-03;4500000;BIDV
2569;2022-08-03;3247;2022-08-03;4000000;BIDV
h;2022-08-03;2982;2022-07-15;5000000;HD
2549,1;2022-08-02;3229;2022-08-02;2500000;VCB
2550,1;2022-08-02;3196;2022-07-29;2500000;VCB
2551,1;2022-08-02;3237;2022-08-02;2750000;BIDV
2553,1;2022-08-02;3228;2022-08-02;2500000;VCB
2559;2022-08-02;3153;2022-07-27;2200000;VCB
2533,1;2022-08-01;3205;2022-08-01;2800000;VCB
2534,1;2022-08-01;3206;2022-08-01;1100000;VCB
2535,1;2022-08-01;3207;2022-08-01;6000000;VCB
2536,1;2022-08-01;3007;2022-07-18;2500000;VCB
2537;2022-08-01;3171;2022-07-28;3300000;CSXH
2537,1;2022-08-01;3198,1;2022-08-01;2200000;VCB
2538;2022-08-01;3204;2022-08-01;3500000;VCB
2538,1;2022-08-01;3177;2022-07-29;3000000;VCB
2539,1;2022-08-01;3215,1;2022-08-01;2500000;VCB
2540;2022-08-01;3046,1;2022-07-20;4400000;HD
2540,1;2022-08-01;3199;2022-08-01;2500000;VCB
2542;2022-08-01;3170;2022-07-28;6600000;BIDV
2543,1;2022-08-01;3213;2022-08-01;4400000;VCB
2545;2022-08-01;3215;2022-08-01;1650000;VCB
2513,1;2022-07-29;3188;2022-07-29;5500000;HD
2515,1;2022-07-29;3172;2022-07-28;1800000;VCB
2519;2022-07-29;3128;2022-07-26;2500000;VCB
2519,1;2022-07-29;3154;2022-07-27;2000000;VCB
2520;2022-07-29;3129;2022-07-26;1800000;VCB
2520,1;2022-07-29;3096,1;2022-07-25;4400000;VCB
2521;2022-07-29;3109;2022-07-25;11000000;VCB
2525;2022-07-29;3095,1;2022-07-25;1800000;VCB
2525,1;2022-07-29;3105,1;2022-07-25;1650000;VCB
2526;2022-07-29;3173;2022-07-28;1650000;VCB
2527;2022-07-29;3130;2022-07-26;1800000;VCB
2528;2022-07-29;3131;2022-07-26;1650000;VCB
2530;2022-07-29;3112,1;2022-07-26;1650000;VCB
2532;2022-07-29;3097,1;2022-07-25;3300000;VCB
2499;2022-07-28;3136;2022-07-27;2500000;VCB
2500;2022-07-28;3107;2022-07-25;1650000;VCB
2501;2022-07-28;3150;2022-07-27;1650000;VCB
2502;2022-07-28;3151;2022-07-27;1650000;VCB
2503;2022-07-28;3045,1;2022-07-20;1650000;VCB
2505;2022-07-28;3108;2022-07-25;1650000;VCB
2506;2022-07-28;3152;2022-07-27;1650000;VCB
2507;2022-07-28;3048,1;2022-07-20;3000000;VCB
2508;2022-07-28;3160;2022-07-28;1800000;VCB
2509;2022-07-28;3127;2022-07-26;5000000;VCB
2512;2022-07-28;3161;2022-07-28;1800000;VCB
2474,1;2022-07-27;3103;2022-07-25;1650000;VCB
2476,1;2022-07-27;3119;2022-07-26;3850000;BIDV
2482;2022-07-27;3098;2022-07-25;2200000;BIDV
2483;2022-07-27;3105;2022-07-25;1650000;VCB
2484;2022-07-27;3044,1;2022-07-20;2500000;VCB
2485;2022-07-27;3106;2022-07-25;1650000;VCB
2486;2022-07-27;3137;2022-07-27;1650000;VTB
2489;2022-07-27;3056;2022-07-20;1350000;VTB
2490;2022-07-27;3057;2022-07-20;1350000;VTB
h;2022-07-27;3100;2022-07-25;500000;VTB
2451,1;2022-07-26;3043,1;2022-07-20;1650000;VCB
2452,1;2022-07-26;3125;2022-07-26;3400000;VCB
2453;2022-07-26;3026;2022-07-19;2750000;BIDV
2453,1;2022-07-26;3126;2022-07-26;6500000;BIDV
2455,1;2022-07-26;3113,1;2022-07-26;6600000;VCB
2456;2022-07-26;3099;2022-07-25;3300000;HD
2461;2022-07-26;3115;2022-07-26;2750000;BIDV
2462;2022-07-26;3116;2022-07-26;2200000;BIDV
2463;2022-07-26;3114;2022-07-26;1650000;VCB
2464;2022-07-26;3041,1;2022-07-20;3500000;VCB
2468;2022-07-26;3042,1;2022-07-20;2500000;VCB
2469;2022-07-26;3086;2022-07-22;1650000;VCB
2470;2022-07-26;3121;2022-07-26;1650000;VCB
2472;2022-07-26;3122;2022-07-26;1650000;VTB
2473;2022-07-26;3120;2022-07-26;3060000;VCB
h;2022-07-26;3063;2022-07-21;2200000;HD
2434;2022-07-25;3094;2022-07-25;1800000;VTB
2434,1;2022-07-25;2972;2022-07-14;3300000;VCB
2436,1;2022-07-25;3104;2022-07-25;2200000;VCB
2437,1;2022-07-25;3111;2022-07-25;6600000;BIDV
2438,1;2022-07-25;3077;2022-07-22;2200000;VCB
2439;2022-07-25;3075;2022-07-22;6800000;VCB
2441;2022-07-25;3097;2022-07-25;1800000;VCB
2442;2022-07-25;2971;2022-07-14;1650000;VCB
2443;2022-07-25;3083;2022-07-22;2200000;VCB
2444,1;2022-07-25;3100,1;2022-07-25;3000000;VCB
2447;2022-07-25;3082;2022-07-22;3200000;BIDV
2449;2022-07-25;2985;2022-07-15;33000000;HD
h;2022-07-25;2680;2022-06-24;2200000;HD
2423,1;2022-07-22;3036;2022-07-19;1650000;VCB
2424;2022-07-22;3060,1;2022-07-21;1100000;VCB
2424,1;2022-07-22;3064;2022-07-21;4400000;HD
2425,1;2022-07-22;3084;2022-07-22;1650000;VCB
2426,1;2022-07-22;3085;2022-07-22;1650000;VCB
2427,1;2022-07-22;3069;2022-07-22;3750000;BIDV
2428,1;2022-07-22;3059,1;2022-07-21;2000000;VCB
2429,1;2022-07-22;3059;2022-07-21;5500000;HD
2430,1;2022-07-22;3087;2022-07-22;2500000;VCB
2405,1;2022-07-21;3067;2022-07-21;2750000;BIDV
2406,1;2022-07-21;3064,1;2022-07-21;3500000;VCB
2408;2022-07-21;3042;2022-07-20;4500000;BIDV
2409;2022-07-21;3003;2022-07-18;2750000;BIDV
2415;2022-07-21;3050;2022-07-20;1800000;VTB
2418;2022-07-21;3048;2022-07-20;2500000;VCB
2421;2022-07-21;3063;2022-07-21;1350000;VTB
2422;2022-07-21;3054;2022-07-20;1350000;VTB
2396,1;2022-07-20;3052;2022-07-20;3300000;VCB
2398,1;2022-07-20;2998;2022-07-18;2500000;VCB
2399;2022-07-20;3033;2022-07-19;3000000;CSXH
2400,1;2022-07-20;3049,1;2022-07-20;2000000;VCB
2401;2022-07-20;3011;2022-07-18;1650000;VTB
2401,1;2022-07-20;3050,1;2022-07-20;2000000;VCB
2402;2022-07-20;3013;2022-07-18;3500000;VCB
2402,1;2022-07-20;3053,1;2022-07-20;2000000;VCB
2403;2022-07-20;3053;2022-07-20;4400000;VCB
2403,1;2022-07-20;3039;2022-07-20;3000000;VCB
2404;2022-07-20;3014;2022-07-19;2000000;VCB
2404,1;2022-07-20;3047,1;2022-07-20;2000000;VCB
2404,2;2022-07-20;3039,1;2022-07-20;2000000;VCB
2376;2022-07-19;2970;2022-07-14;2500000;VCB
2376,1;2022-07-19;3035;2022-07-19;1650000;VCB
2377,1;2022-07-19;3037;2022-07-19;2000000;VCB
2378;2022-07-19;3017;2022-07-19;4400000;VCB
2381;2022-07-19;3024;2022-07-19;3850000;BIDV
2382;2022-07-19;3025;2022-07-19;2000000;VCB
2383;2022-07-19;3006;2022-07-18;5000000;BIDV
2389;2022-07-19;2993;2022-07-15;5000000;VCB
2390;2022-07-19;3008;2022-07-18;2200000;VCB
2392;2022-07-19;3009;2022-07-18;2200000;VCB
2393;2022-07-19;3030;2022-07-19;7700000;VCB
2394;2022-07-19;3032;2022-07-19;1650000;VCB
h;2022-07-19;2834;2022-07-05;1200000;HD
2362,1;2022-07-18;2994;2022-07-15;18000000;VCB
2365,1;2022-07-18;2992;2022-07-15;3300000;BIDV
2370;2022-07-18;2950;2022-07-13;11000000;HD
2371;2022-07-18;2733;2022-06-28;10000000;BIDV
2375;2022-07-18;2944;2022-07-12;3200000;VCB
2350;2022-07-15;2953;2022-07-13;8800000;HD
2351;2022-07-15;2958;2022-07-13;1650000;VCB
2352;2022-07-15;2943;2022-07-12;1650000;VCB
2353;2022-07-15;2922,1;2022-07-12;1650000;VCB
2353,1;2022-07-15;2974;2022-07-15;2000000;VCB
2354;2022-07-15;2617;2022-06-22;10800000;AGRI
2354,1;2022-07-15;2974,1;2022-07-15;2200000;VCB
2359,1;2022-07-15;2960,1;2022-07-13;3300000;BIDV
2360,1;2022-07-15;2975;2022-07-15;1800000;VCB
2361;2022-07-15;2756;2022-06-29;3000000;CSXH
2361,1;2022-07-15;2962;2022-07-14;5000000;BIDV
2340;2022-07-14;2946,1;2022-07-13;4500000;VCB
2340,1;2022-07-14;2759;2022-06-30;3000000;VCB
2344;2022-07-14;2920;2022-07-12;2750000;BIDV
2345;2022-07-14;2949;2022-07-13;5500000;VCB
2346;2022-07-14;2969;2022-07-14;2000000;VCB
2348;2022-07-14;2959;2022-07-13;4400000;VCB
2349;2022-07-14;2957;2022-07-13;1650000;VCB
2321;2022-07-13;2910;2022-07-11;2500000;CSXH
2326;2022-07-13;2948;2022-07-13;6000000;VCB
2326,1;2022-07-13;2961;2022-07-13;2200000;VCB
2327;2022-07-13;2775,1;2022-07-01;1650000;VCB
2327,1;2022-07-13;2945,1;2022-07-13;2200000;VCB
2328;2022-07-13;2775,2;2022-07-01;3300000;VCB
2329;2022-07-13;2891;2022-07-08;1650000;VCB
2329,1;2022-07-13;442,2;2022-02-14;3300000;VCB
2330,1;2022-07-13;441,2;2022-02-14;4400000;VCB
2332;2022-07-13;2951;2022-07-13;3500000;HD
2333;2022-07-13;2914;2022-07-11;1650000;VCB
2334;2022-07-13;2913;2022-07-11;2500000;VCB
2335;2022-07-13;2915;2022-07-11;1800000;VCB
2338;2022-07-13;2807,1;2022-07-04;16000000;BIDV
2338,1;2022-07-13;2956;2022-07-13;4400000;VCB
2339;2022-07-13;2892;2022-07-08;6500000;VCB
2297;2022-07-12;2841,1;2022-07-06;1100000;HD
2297,1;2022-07-12;2912;2022-07-11;3500000;VCB
2298,1;2022-07-12;2936;2022-07-12;2500000;VCB
2301;2022-07-12;2835;2022-07-05;4400000;HD
2302,1;2022-07-12;2919;2022-07-12;2000000;VCB
2303,1;2022-07-12;2937;2022-07-12;2500000;VCB
2305,1;2022-07-12;2855,1;2022-07-06;2250000;BIDV
2306,1;2022-07-12;2918;2022-07-12;3300000;HD
2307,1;2022-07-12;2924,1;2022-07-12;2000000;VCB
2317;2022-07-12;2911;2022-07-11;1650000;VCB
2318;2022-07-12;2938;2022-07-12;1650000;VCB
2319;2022-07-12;2889;2022-07-08;4400000;HD
h;2022-07-12;1552,1;2022-04-25;5000000;HD
h;2022-07-12;2486;2022-06-14;5000000;BIDV
2272;2022-07-11;2897;2022-07-11;2000000;VCB
2272,1;2022-07-11;2829;2022-07-05;4400000;HD
2273;2022-07-11;2848;2022-07-06;8000000;BIDV
2273,1;2022-07-11;2916;2022-07-11;2250000;BIDV
2274;2022-07-11;2887;2022-07-08;3300000;HD
2275,1;2022-07-11;2894;2022-07-08;1500000;BIDV
2276,1;2022-07-11;2897,1;2022-07-11;1800000;VCB
2277;2022-07-11;2839;2022-07-05;1650000;VCB
2278;2022-07-11;2840,1;2022-07-06;1650000;VCB
2278;2022-07-11;2840,1;2022-07-06;1650000;VCB
2279;2022-07-11;2888;2022-07-08;1650000;VTB
2280;2022-07-11;2900;2022-07-11;10000000;HD
2281;2022-07-11;2876;2022-07-07;1650000;VCB
2282;2022-07-11;2856;2022-07-07;6600000;VCB
2283;2022-07-11;2877;2022-07-07;2200000;VCB
2284;2022-07-11;2883;2022-07-08;3300000;BIDV
2286;2022-07-11;2734;2022-06-28;6000000;BIDV
2288;2022-07-11;2878;2022-07-07;2300000;VCB
2289;2022-07-11;2853;2022-07-06;9900000;HD
2291;2022-07-11;2875;2022-07-07;1800000;VTB
2292;2022-07-11;2908;2022-07-11;2500000;VCB
2292,1;2022-07-11;2856,1;2022-07-07;4400000;VCB
2293;2022-07-11;2907;2022-07-11;8800000;HD
2295;2022-07-11;2909;2022-07-11;1350000;VTB
2253,1;2022-07-08;2893;2022-07-08;8750000;VCB
2254;2022-07-08;2850;2022-07-06;3300000;HD
2254,1;2022-07-08;2842,1;2022-07-06;3600000;VCB
2255;2022-07-08;2870;2022-07-07;1650000;VCB
2255,1;2022-07-08;2570,1;2022-06-20;4400000;VCB
2256,1;2022-07-08;2895;2022-07-08;2200000;VCB
2261;2022-07-08;2884;2022-07-08;9900000;HD
2262;2022-07-08;2881;2022-07-08;2200000;BIDV
2267;2022-07-08;2886;2022-07-08;2300000;SHINHAN
2267;2022-07-08;2886;2022-07-08;2300000;SHINHAN
2268;2022-07-08;2882;2022-07-08;1650000;VTB
2269,1;2022-07-08;2874;2022-07-07;1350000;VTB
2271,1;2022-07-08;2890;2022-07-08;6000000;VCB
2234,1;2022-07-07;2872;2022-07-07;1350000;VTB
2235,1;2022-07-07;2858;2022-07-07;1650000;VCB
2236,1;2022-07-07;2840;2022-07-06;3300000;BIDV
2247;2022-07-07;2863;2022-07-07;6600000;HD
2248;2022-07-07;2866;2022-07-07;2500000;VCB
2249;2022-07-07;2849;2022-07-06;5500000;HD
2250,1;2022-07-07;2857;2022-07-07;1650000;VCB
2251,1;2022-07-07;2871;2022-07-07;1350000;VTB
2210,1;2022-07-06;2833;2022-07-05;1650000;VCB
2210,3;2022-07-06;2774;2022-07-01;1650000;VCB
2210,4;2022-07-06;2774,1;2022-07-01;1650000;VCB
2210,5;2022-07-06;2851;2022-07-06;2200000;VCB
2211,1;2022-07-06;2855;2022-07-06;2000000;VCB
2217;2022-07-06;2799;2022-07-01;5500000;HD
2218;2022-07-06;2841;2022-07-06;2000000;VCB
2219;2022-07-06;2800;2022-07-01;6600000;HD
2222;2022-07-06;2832;2022-07-05;2200000;VCB
2230;2022-07-06;2817;2022-07-04;5500000;HD
2231;2022-07-06;2816;2022-07-04;6600000;HD
2233;2022-07-06;2830;2022-07-05;2200000;VCB
2200;2022-07-05;2808;2022-07-04;1650000;VCB
2200,1;2022-07-05;2731;2022-06-28;2200000;VCB
2203;2022-07-05;2797;2022-07-01;2000000;VCB
2204;2022-07-05;2798;2022-07-01;2500000;VCB
2208;2022-07-05;2831;2022-07-05;1650000;VCB
2209;2022-07-05;2801;2022-07-01;1650000;VCB
2185;2022-07-04;2802;2022-07-04;4400000;HD
2185,1;2022-07-04;2809;2022-07-04;4500000;VCB
2185,2;2022-07-04;2810;2022-07-04;2000000;VCB
2185,3;2022-07-04;2811;2022-07-04;2500000;VCB
2186,3;2022-07-04;2814;2022-07-04;1650000;VCB
2187,1;2022-07-04;2802,1;2022-07-04;3300000;VCB
2188,1;2022-07-04;2809,1;2022-07-04;2500000;VCB
2189;2022-07-04;2789;2022-07-01;3000000;CSXH
2189,1;2022-07-04;2811,1;2022-07-04;2000000;VCB
2192;2022-07-04;2803;2022-07-04;3300000;CSXH
2194;2022-07-04;2796;2022-07-01;2000000;VCB
2195;2022-07-04;2596;2022-06-21;3300000;CSXH
2199;2022-07-04;2769;2022-06-30;3000000;CSXH
2167;2022-07-01;2675;2022-06-24;9900000;HD
2167,1;2022-07-01;2790;2022-07-01;1650000;VTB
2169,1;2022-07-01;2776,1;2022-07-01;2200000;VCB
2170,1;2022-07-01;2795;2022-07-01;2750000;BIDV
2171,1;2022-07-01;2779,1;2022-07-01;1500000;BIDV
2172,1;2022-07-01;2780,1;2022-07-01;1500000;BIDV
2186,2;2022-07-01;2813;2022-07-04;1650000;VCB
210,1;2022-06-30;2770;2022-06-30;1350000;VCB
2152;2022-06-30;2679;2022-06-24;4400000;HD
2152,1;2022-06-30;2768;2022-06-30;2300000;VCB
2153;2022-06-30;2744;2022-06-29;3000000;VCB
2160;2022-06-30;2763;2022-06-30;1800000;VCB
2161,1;2022-06-30;2760;2022-06-30;2000000;VCB
2162;2022-06-30;2701;2022-06-27;2800000;VCB
2163;2022-06-30;2498,1;2022-06-15;2500000;VCB
2165;2022-06-30;2417,1;2022-06-10;2000000;VCB
h;2022-06-30;769,1;2022-03-10;6000000;BIDV
h;2022-06-30;2495,1;2022-06-15;1000000;BIDV
1576,1;2022-06-29;1919;2022-05-16;2000000;VCB
2142;2022-06-29;2725;2022-06-28;2000000;VTB
2142,1;2022-06-29;2749;2022-06-29;1650000;VTB
2143;2022-06-29;2745;2022-06-29;3300000;CSXH
2143,1;2022-06-29;2753;2022-06-29;11000000;BIDV
2144;2022-06-29;2728;2022-06-28;1650000;VTB
2146;2022-06-29;2678;2022-06-24;9000000;VCB
2147;2022-06-29;2632;2022-06-23;35000000;BIDV
2148;2022-06-29;2597;2022-06-21;8800000;BIDV
2149;2022-06-29;2705;2022-06-27;2500000;VCB
2151;2022-06-29;2706;2022-06-27;1800000;VCB
h;2022-06-29;695,2;2022-03-07;11000000;VCB
2123;2022-06-28;2677;2022-06-24;1650000;VCB
2124;2022-06-28;2702;2022-06-27;1800000;VCB
2125;2022-06-28;2697;2022-06-27;6050000;VCB
2130,1;2022-06-28;2712,1;2022-06-28;6250000;VTB
2131;2022-06-28;2698;2022-06-27;2900000;VCB
2131,1;2022-06-28;2708;2022-06-27;2500000;VCB
2137;2022-06-28;2693;2022-06-27;2300000;SHINHAN
2138;2022-06-28;2720;2022-06-28;1800000;VCB
2139;2022-06-28;2721;2022-06-28;1800000;VCB
2150;2022-06-28;2703;2022-06-27;5500000;VCB
h;2022-06-28;3700;2021-12-02;4000000;VCB
h;2022-06-28;3969;2021-12-21;500000;VCB
h;2022-06-28;1174;2022-03-29;3000000;HD
2105;2022-06-27;2626;2022-06-22;4000000;VCB
2106,1;2022-06-27;2707;2022-06-27;2000000;VCB
2107,1;2022-06-27;2685;2022-06-27;1800000;VCB
2108;2022-06-27;2688;2022-06-27;1350000;VTB
2112;2022-06-27;2627;2022-06-22;4000000;VCB
2113;2022-06-27;2652;2022-06-23;2200000;VCB
2114;2022-06-27;2653;2022-06-23;1650000;VCB
2115;2022-06-27;2676;2022-06-24;2800000;VCB
2118;2022-06-27;2692;2022-06-27;3300000;CSXH
2122;2022-06-27;2694;2022-06-27;3300000;CSXH
2084,1;2022-06-24;2682;2022-06-24;3000000;VCB
2085;2022-06-24;2647;2022-06-23;1350000;VTB
2086;2022-06-24;2663;2022-06-24;2200000;SHINHAN
2088;2022-06-24;2625;2022-06-22;2000000;VCB
2088;2022-06-24;2625;2022-06-22;2000000;VCB
2089;2022-06-24;2560;2022-06-20;6000000;VCB
2090;2022-06-24;2650;2022-06-23;2000000;VCB
2091;2022-06-24;2561;2022-06-20;2500000;VCB
2092;2022-06-24;2649;2022-06-23;2000000;VCB
2093;2022-06-24;2660;2022-06-24;2500000;VCB
2099;2022-06-24;2651;2022-06-23;2000000;VCB
2102;2022-06-24;2648;2022-06-23;2500000;BIDV
2103;2022-06-24;2665;2022-06-24;11000000;BIDV
h;2022-06-24;2471;2022-06-14;1800000;HD
2070;2022-06-23;2591;2022-06-21;2200000;SHINHAN
2070,1;2022-06-23;2645;2022-06-23;2500000;VCB
2070,2;2022-06-23;2563,1;2022-06-20;2000000;VTB
2071,1;2022-06-23;2637;2022-06-23;1650000;VTB
2072;2022-06-23;2633;2022-06-23;11000000;HD
2078,1;2022-06-23;2600,1;2022-06-22;3300000;BIDV
2081;2022-06-23;2510;2022-06-15;1350000;VTB
2057;2022-06-22;2604;2022-06-22;5500000;HD
2059,1;2022-06-22;2619;2022-06-22;15000000;VCB
2059,2;2022-06-22;2607,1;2022-06-22;3068000;VCB
2060;2022-06-22;2601;2022-06-22;6600000;HD
2061,1;2022-06-22;2621;2022-06-22;1650000;VCB
2061,2;2022-06-22;2606,1;2022-06-22;2200000;BIDV
2062,1;2022-06-22;2622;2022-06-22;1650000;VCB
2062,2;2022-06-22;2608,1;2022-06-22;3000000;VCB
2065,1;2022-06-22;2609,1;2022-06-22;3300000;VCB
2067;2022-06-22;2614;2022-06-22;1650000;VCB
2067,1;2022-06-22;2616;2022-06-22;2750000;BIDV
2068,1;2022-06-22;2601,1;2022-06-22;2200000;BIDV
2069,1;2022-06-22;2566,1;2022-06-20;3300000;VCB
h;2022-06-22;492;2022-02-17;1000000;VCB
h;2022-06-22;1059;2022-03-23;12500000;BIDV
h;2022-06-22;2140;2022-05-27;1000000;HD
2043,1;2022-06-21;2577;2022-06-20;3500000;BIDV
2044,1;2022-06-21;2589;2022-06-21;1800000;VTB
2045;2022-06-21;2555;2022-06-17;1650000;VCB
2045,1;2022-06-21;2579;2022-06-20;3500000;BIDV
2046;2022-06-21;2574;2022-06-20;1800000;VCB
2047;2022-06-21;2492,1;2022-06-15;1650000;VCB
2047,1;2022-06-21;2575;2022-06-20;3000000;CSXH
2048;2022-06-21;2572;2022-06-20;3000000;CSXH
2049,1;2022-06-21;2584;2022-06-21;0;VCB
2050;2022-06-21;2039,1;2022-05-23;6200000;BIDV
2053;2022-06-21;2573;2022-06-20;5500000;BIDV
2053,1;2022-06-21;2490;2022-06-14;1100000;BIDV
2054;2022-06-21;2576;2022-06-20;4400000;HD
2055;2022-06-21;2588;2022-06-21;2000000;VCB
h;2022-06-21;1889;2022-05-13;7000000;VCB
2019;2022-06-20;2564;2022-06-20;3300000;VCB
2021;2022-06-20;2567;2022-06-20;2000000;VCB
2023;2022-06-20;2384,1;2022-06-08;1100000;VCB
2023,1;2022-06-20;2582;2022-06-20;2000000;VCB
2024,1;2022-06-20;2563;2022-06-20;2200000;VCB
