Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất,
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Thành Thái (Bảo Vinh B - Ruộng Hời),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nguyễn Trung Trực (đoạn qua xã Bảo Vinh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Hàm Nghi (đường Bảo Vinh B),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Suối Chồn - Bàu Cối,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ngô Quyền,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bảo Vinh - Bảo Quang (tiếp theo đường Ngô Quyền đến giáp ngã ba đường 18 Gia Đình - Bàu Cối),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bảo Quang - Bàu Cối (đường 18 Gia Đình - Bàu Cối cũ),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ruộng Tre - Xuân Bắc (từ UBND xã Bảo Quang giáp ranh xã Xuân Bắc huyện Xuân Lộc),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bảo Quang - Xuân Bắc (từ UBND xã Bảo Quang đến giáp ranh xã Xuân Bắc),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Lê A (đường Cua Heo - Bình Lộc),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường từ UBND xã Bình Lộc đến giáp cầu Ấp 3 (tiếp theo đường Lê A đến hết),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bình Lộc - Tín Nghĩa (từ ngã ba Đài tưởng niệm đến giáp cầu Ba Cao),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bình Lộc - Cây Da (từ đường Lê A đến giáp ranh huyện Xuân Lộc),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường số 1,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Bình - Xuân Lập,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nguyễn Văn Trỗi,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bàu Sen (tiếp theo đường Nguyễn Văn Trỗi đến giáp UBND xã Bàu Sen),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bàu Sen đi Xuân Lập (từ UBND xã Bàu Sen đến giáp đường Xuân Bình - Xuân Lập),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Suối Tre - Bình Lộc,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Võ Văn Tần (hẻm 1 đường 21 tháng 4),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Điểu Xiển,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bàu Trâm 1,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bàu Trâm - Xuân Thọ,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Võ Duy Dương,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ruộng Tre - Thọ An (từ đường Bảo Vinh B đến giáp ranh huyện Xuân Lộc),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Định - Lâm San (đường Xuân Bảo đi Đường tỉnh 764),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Sông Nhạn - Dầu Giây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nhân Nghĩa - Sông Nhạn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Đông - Xuân Tây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nhân Nghĩa - Xuân Đông,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Chốt Mỹ - Xuân Tây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Đường - Thừa Đức,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường chợ Xuân Bảo - Xuân Tây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Tân Mỹ - Nhân Nghĩa,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Thành - Suối Cao - Xuân Bắc,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Trường - Suối Cao,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường vào Chùa Gia Lào,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Mả vôi đi Bưng Cần,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Chiến Thắng đi Nam Hà,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường đồi đá Bảo Hòa đi Long Khánh,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Tâm - Trảng Táo,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Xuân Tâm - Xuân Đông,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bình Tiến - Xuân Phú - Xuân Tây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bình Tiến Xuân Phú đi Trung tâm Cai nghiện,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Tà Lú,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường ngã ba cây xăng Trung Tín - ngã ba Nông trường Thọ Vực - ngã ba chế biến,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Thọ Bình đi Thọ Phước,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Thọ Chánh đi Thọ Tân,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Lang Minh - Suối Đá (xã Lang Minh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Lang Minh - Xuân Tâm (xã Lang Minh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,"Đường 101 (xã La Ngà, Túc Trưng, Suối Nho)",,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 101 (xã La Ngà),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 104 (xã Phú Ngọc),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 105,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 107 (xã Ngọc Định),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Thanh Sơn (đường nhựa),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Thú y (xã Phú Vinh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường ngã 4 km 115 (thuộc xã Phú Lợi và Phú Vinh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường ngã ba Phú Lợi - Phú Hòa (thuộc xã Phú Lợi và Phú Hòa),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 118 (xã Phú Vinh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 120 (xã Phú Tân),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Gia Canh (xã Gia Canh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trà Cổ (đoạn qua xã Phú Hòa),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Đắc Lua,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Tà Lài,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trà Cổ,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phú Lập - Nam Cát Tiên,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 600A,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phú Lâm - Thanh Sơn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phú Xuân - Núi Tượng,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường chợ Phú Lộc đi bến đò,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Năm Tấn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phù Đổng (xã Phú Lâm),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phú Lộc - Phú Xuân,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 30/4,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phú Lộc - Phú Tân,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường 129,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trần Văn Ơn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Lý Tự Trọng,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Nguyễn Văn Ký,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Võ Văn Tần (Long Thọ 1),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Huỳnh Thúc Kháng,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Nguyễn Văn Trị,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Đê Ông Kèo,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Võ Thị Sáu,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Đào Thị Phấn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Phạm Thái Bường,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ngô Quyền,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Đinh Quan Ân,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Hương lộ 2,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Hương lộ 21,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Hương lộ 10,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,"Hương lộ 12 (Bà Ký, từ Quốc lộ 51 đến giáp ranh huyện Nhơn Trạch)",,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường vào UBND xã Phước Bình,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường vào UBND xã Bàu Cạn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường vào UBND xã Tân Hiệp,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường An Lâm qua xã Long An (từ Quốc lộ 51 đến Đường tỉnh 769),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nguyễn Hải (đường liên xã An Phước - thị trấn Long Thành cũ),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường liên ấp 7 - ấp 8 (Từ Quốc lộ 51 đến Đường Phùng Hưng - xã An Phước),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường khu công nghiệp Long Đức (từ Quốc lộ 51 đến ranh khu công nghiệp Long Đức - xã An Phước),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường liên xã An Phước - Tam An,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường liên xã Long Đức - Lộc An,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Cầu Xéo - Lộc An (từ giáp ranh thị trấn Long Thành qua chùa Liên Trì đến Đường tỉnh 769),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường vào khu khai thác đá (từ Quốc lộ 51 vào 3 km),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Lê Quang Định,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Võ Thị Sáu,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trần Văn Ơn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Tôn Đức Thắng,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nguyễn Hải,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trần Nhân Tông,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Tân Bình,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Long Giao - Bảo Bình,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ấp 3 Lâm San - Quảng Thành,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ấp 5 Lâm San - Quảng Thành,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường tỉnh 765 đi Làng Dân tộc,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Khu 3 ấp 6,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ấp 6 - 7 Sông Ray,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Láng Me - Cọ Dầu,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường La Hoa - Rừng Tre,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Khu Công nghệ Sinh học,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Ấp 4 - Xuân Tây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường ấp 10 - 11 xã Xuân Tây,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Suối Lức - Rừng Tre,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường tỉnh 765 đi Cọ Dầu,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Lộ 25 - Sông Nhạn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Cây Dầu,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Huỳnh Văn Lũy,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Hà Huy Tập,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Phan Văn Đáng,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trần Nam Trung,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nguyễn Thị Nhạt,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Huỳnh Văn Nghệ,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Nguyễn Thị Chơn,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi (đường Ông Binh),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Trục Đường 16,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường ranh xã Thiện Tân - Thạnh Phú,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bàu Tre (đi qua xã Bình Lợi và Thạnh Phú),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,"Đường Sở Quýt (đi qua xã Thiện Tân, Tân An và giáp ranh huyện Trảng Bom)",,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Cộ Cây Xoài (đi qua xã Vĩnh Tân và Tân An),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Vĩnh Tân - Cây Điệp (đi qua xã Vĩnh Tân và giáp ranh huyện Trảng Bom),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Trị An - Vĩnh Tân (đi qua xã Vĩnh Tân và Trị An),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Tân An - Vĩnh Tân (đi qua xã Tân An và xã Vĩnh Tân),,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Xã Hàng Gòn,Đường Bình Lục - Long Phú,,200,180,160,120,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,YES,Xã Hàng Gòn,,,190,170,150,110,CÂY HÀNG NĂM,1
Thành phố Long Khánh,Phường,,Phú Bình,,,370,330,290,260,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân An,,,370,330,290,260,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân Hòa,,,370,330,290,260,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân Thanh,,,370,330,290,260,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân Trung,,,370,330,290,260,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân Bình,,,370,330,290,260,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Bảo Vinh,,,280,260,230,200,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân Lập,,,240,220,200,170,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Bàu Sen,,,240,220,200,170,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Suối Tre,,,240,220,200,170,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường,,Xuân Tân,,,240,220,200,170,CÂY LÂU NĂM,
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Quốc lộ 1A,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Xa lộ Hà Nội,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 21 Tháng 4 (đoạn từ đường vào nhà thờ Cáp Rang đến ngã ba Tân Phong),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Võ Nguyên Giáp (Quốc lộ 1A tránh thành phố Biên Hòa),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Quốc lộ 20,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Quốc lộ 56,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Quốc lộ 51,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 761,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 767,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 768,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Đồng Khởi,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Đoàn Văn Cự,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 762 (Trị An - Sóc Lu),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 769,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Lý Thái Tổ (Đường tỉnh 769 thuộc huyện Nhơn Trạch),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trảng Bom - Thanh Bình,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trảng Bom - An Viễn,,170,150,135,120,CÂY LÂU NĂM,1
